IUPAC,ion1,ion2,density
"N-ethyl-N,N-dimethylprop-2-en-1-aminium dicyanamide",[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][C][C][N+1][Branch1][Ring2][C][C][=C][Branch1][C][C][C],1009.8
N-ethyl-N-methylmorpholinium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][C][C][N+1][Branch1][Branch2][C][C][O][C][C][Ring1][=Branch1][C],1145.7
1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][O][C],1113.6
1-ethyl-3-methylimidazolium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1103.266667
1-ethylpyridinium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1118.495
"N,N,N-trioctyl-N-methylammonium dicyanamide",[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Branch2][C][C][C][C][C][C][C][N+1][Branch1][C][C][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C],890
1-pentylpyridinium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Branch1][C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1053.1
tetradecyl(trihexyl)phosphonium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][P+1][Branch1][#Branch1][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C],901.4333333
1-hexyl-3-methylimidazolium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1032.2
1-hexylpyridinium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1036.4
pyrrolidinium nitrate,[N+1][=Branch1][C][=O][Branch1][C][O-1][O-1],[NH2+1][C][C][C][C][Ring1][Branch1],1168
"N-methyl-N,N,N-trioctylammonium nitrate",[N+1][=Branch1][C][=O][Branch1][C][O-1][O-1],[C][N+1][Branch1][=Branch2][C][C][C][C][C][C][C][C][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C],912.3
"4-methyl-1-propyl-1,2,4-triazolium nitrate",[N+1][=Branch1][C][=O][Branch1][C][O-1][O-1],[C][N][C][=N][N+1][=Branch1][Ring2][=C][Ring1][Branch1][C][C][C],1236.7
n-butylammonium nitrate,[N+1][=Branch1][C][=O][Branch1][C][O-1][O-1],[C][Branch1][Ring2][C][C][C][NH3+1],1103.5
1-butyl-3-methylimidazolium nitrate,[N+1][=Branch1][C][=O][Branch1][C][O-1][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1155.85
1-butylpyridinium nitrate,[N+1][=Branch1][C][=O][Branch1][C][O-1][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1188.5
ethylammonium nitrate,[N+1][=Branch1][C][=O][Branch1][C][O-1][O-1],[C][Branch1][C][C][NH3+1],1208.515
1-octylpyridinium nitrate,[N+1][=Branch1][C][=O][Branch1][C][O-1][O-1],[C][Branch1][Branch2][C][C][C][C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1089.5
1-hexyl-3-methylimidazolium nitrate,[N+1][=Branch1][C][=O][Branch1][C][O-1][O-1],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1117.5
tetrabutylphosphonium 2-aminoethanesulfonate,[N][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][P+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],1026.8
"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate",[N][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][C][C][C][C][C][C],1051.1
1-butyl-3-methylimidazolium taurate,[N][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1192.1
1-ethyl-3-methylimidazolium taurinate,[N][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1252
"2-hydroxy-N,N,N-trimethylethanaminium .beta.-alaninate",[N][C][C][C][=Branch1][C][=O][O-1],[O][C][C][N+1][Branch1][C][C][Branch1][C][C][C],1120.3
"2-hydroxy-N,N,N-trimethylethanaminium glycinate",[N][C][C][=Branch1][C][=O][O-1],[O][C][C][N+1][Branch1][C][C][Branch1][C][C][C],1145.2
1-butyl-3-methylimidazolium glycinate,[N][C][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1119.7
"1-butyl-2,3-dimethylimidazolium glycinate",[N][C][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][Branch1][=Branch2][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C],1125.4
1-propyl-3-methylimidazolium glycine,[N][C][C][=Branch1][C][=O][O],[C][Branch1][Ring1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1135.8
"1-butyl-2,3-dimethylimidazolium DL-alaninate",[N][C][Branch1][C][C][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][Branch1][=Branch2][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C],1088.3
3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,[N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][C][=Branch1][C][=O][O],[C][N][C][NH1+1][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C],1229.2
1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,[N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][O],[C][Branch1][Ring2][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1183
tetrabutylphosphonium L-cysteinate,[N][C@@H1][Branch1][Ring1][C][S][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][P+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],1033.7
"2-hydroxy-N,N,N-trimethylethanaminium L-serinate",[N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1],[O][C][C][N+1][Branch1][C][C][Branch1][C][C][C],1202.05
1-methyl-3-propylimidazolium L-serinate,[N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C],1181.5
tetrabutylphosphonium L-serinate,[N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][P+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],992.3
"N,N-dibutyl-N-methylbutanaminium L-serinate",[N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][C][C][C][C][C][C],1015.7
1-butyl-3-methylimidazolium L-serinate,[N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1156
3-ethyl-1-methyl-1H-imidazolium L-serinate,[N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1],[C][Branch1][C][C][N][C][NH1+1][Branch1][Branch1][C][=C][Ring1][Branch1][C],1199.6
"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",[N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][O-1],[O][C][C][N+1][Branch1][C][C][Branch1][C][C][C],1118.433333
(3-aminopropyl)tributylphosphonium L-alaninate,[N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][O-1],[N][C][C][C][P+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],986.8
1-ethyl-3-methylimidazolium L-alaninate,[N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1129.55
"2-hydroxy-N,N,N-trimethylethanaminium L-prolinate",[N][C@@H1][Branch1][=Branch1][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][O-1],[O][C][C][N+1][Branch1][C][C][Branch1][C][C][C],1127.5
tetrabutylphosphonium L-prolinate,[N][C@@H1][Branch1][=Branch1][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][P+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],981.8
1-ethyl-3-methyl-1H-imidazolium L-prolinate,[N][C@@H1][Branch1][=Branch1][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][O-1],[C][Branch1][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1148.95
tetrabutylphosphonium L-lysinate,[N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][P+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],967.5
"N,N-dibutyl-N-methyl-1-butanaminium L-lysinate",[N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][C][C][C][C][C][C],979.7
(3-aminopropyl)tributylphosphonium L-valinate,[N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1],[N][C][C][C][P+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],980.7
tetrabutylphosphonium L-threoninate,[N][C@@H1][Branch1][=Branch1][C@H1][Branch1][C][O][C][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][P+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],979.9
"N,N-dibutyl-N-methyl-1-butanaminium L-threoninate",[N][C@@H1][Branch1][=Branch1][C@H1][Branch1][C][O][C][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][C][C][C][C][C][C],999.5
1-propyl-3-methylimidazolium DL-threoninate,[N][C@@H1][Branch1][=Branch1][C@H1][Branch1][C][O][C][C][=Branch1][C][=O][O-1],[C][Branch1][Ring1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1144.52
1-pentyl-3-methylimidazolium DL-threoninate,[N][C@@H1][Branch1][=Branch1][C@H1][Branch1][C][O][C][C][=Branch1][C][=O][O-1],[C][Branch1][Branch1][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1101.08
1-hexyl-3-methylimidazolium DL-threoninate,[N][C@@H1][Branch1][=Branch1][C@H1][Branch1][C][O][C][C][=Branch1][C][=O][O-1],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1083.36
(3-aminopropyl)tributylphosphonium L-leucinate,[N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1],[N][C][C][C][P+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],971.9
"1,1-dimethyl-4-phenylpiperazinium iodide",[I-1],[C][N+1][Branch2][Ring1][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C],1006.7
1-methyl-3-propylimidazolium iodide,[I-1],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C],1547.1
1-butyl-3-methylimidazolium iodide,[I-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1461.103333
1-hexyl-3-methylimidazolium iodide,[I-1],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1384.09
1-butyl-3-methylimidazolium hexafluoroantimonate,[F][Sb-1][Branch1][C][F][Branch1][C][F][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1695.9
1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][C][C],1338.6
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1306.7
1-butylpyridinium bis(fluorosulfonyl)amide,[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1369.4
triethyl(pentyl)phosphonium bis(fluorosulfonyl)amide,[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][Branch1][C][C][P+1][Branch1][=Branch1][C][C][C][C][C][Branch1][Ring1][C][C][C][C],1219
1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][Branch1][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1441.7
"N,N,N-triethyloctanaminium bis(fluorosulfonyl)amide",[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][Branch1][C][C][N+1][Branch1][=Branch2][C][C][C][C][C][C][C][C][Branch1][Ring1][C][C][C][C],1164.6
1-ethylpyridinium bis(fluorosulfonyl)amide,[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][Branch1][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1458.7
1-ethyl-3-methylpyridinium bis(fluorosulfonyl)amide,[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][Branch1][C][C][N+1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C],1407.1
1-hexylpyridinium bis(fluorosulfonyl)amide,[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1301.9
3-(3-cyanopropyl)-1-methylimidazolium bis(fluorosulfonyl)amide,[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][#Branch1][C][#N][C][C][C][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C],1511.4
"N-(2-hydroxyethyl)-N,N-dimethyl-1-propanaminium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[O][C][C][N+1][Branch1][Ring2][C][C][C][Branch1][C][C][C],1451.99
"N-(2-hydroxyethyl)-N,N-dimethylpentanaminium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[O][C][C][N+1][Branch1][=Branch1][C][C][C][C][C][Branch1][C][C][C],1382.35
1-(2-hydroxyethyl)-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[O][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1517.4
4-(3-hydroxypropyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[O][C][C][C][N+1][Branch1][Branch2][C][C][O][C][C][Ring1][=Branch1][C],1536.1
N-(2-aminoethyl)hexan-1-aminium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[N][C][C][NH2+1][C][C][C][C][C][C],1377.6
3-(2-amino-2-oxoethyl)-1-vinylimidazolium bis(trifluoromethylsulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[N][C][Branch1][=N][C][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C][=C][=O],1607.1
1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][O][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1505
4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][O][C][C][N+1][Branch1][Branch2][C][C][O][C][C][Ring1][=Branch1][C],1500.2
1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][O][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1453.6
"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][NH1+1][Branch1][#Branch1][C][Branch1][Ring1][C][C][=O][C],1520.3
"4-methyl-1-propyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][N+1][C][=N][N][Branch1][Ring2][C][=Ring1][Branch1][C][C][C],1512.2
"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][N+1][Branch1][Ring2][C][C][C][Branch1][C][C][C],1429.6
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][C][C][C][C][C][C][C],1288.36
3-methyl-1-(naphthalen-2-ylmethyl)-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2],1482
"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1566.933333
N-(bis(dimethylamino)methylene)-N-ethylethanaminium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][N][Branch1][C][C][C][=Branch1][Branch2][=N+1][Branch1][Ring1][C][C][C][C][N][Branch1][C][C][C],1373.2
"3,5-dimethyl-1-octylpyridinium bis(trifluoromethylsulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][C][C][=N+1][Branch1][=Branch2][C][=C][Branch1][Ring2][C][=Ring1][=Branch1][C][C][C][C][C][C][C][C][C],1285.6
2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][C][=N+1][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][C],1464.215
4-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][C][=C][C][=N+1][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C],1450.93
"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C],1340
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][NH1+1][C][Branch1][=Branch2][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C],1418.666667
tributylammonium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][NH1+1][Branch1][Branch1][C][C][C][C][C][C][C][C],1240.7
1-butyl-3-isopentylimidazolium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][Branch1][C][C][C],1318.1
1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C],1414.05
"1-butyl-3,5-dimethylpyridinium bis(trifluoromethylsulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C],1381.6
"1-butyl-2,3-dimethylpyridinium bis(trifluoromethylsulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][C],1384.7
1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C],1476
